id;session;query;annotation;query_state
635;yahoo-311;costco;"[[\http://dbpedia.org/resource/Costco\""]]""";NW
636;yahoo-311;target;"[[\http://dbpedia.org/resource/Target_Corporation\""]]""";NW
637;yahoo-311;145 pounds in kg;"[[\http://dbpedia.org/resource/145_(number)\""] [\""http://dbpedia.org/resource/Pound_(mass)\""] [\""http://dbpedia.org/resource/Kilogram\""]]""";NW
638;yahoo-312;brett michaels;"[[\http://dbpedia.org/resource/Bret_Michaels\""]]""";IS
639;yahoo-313;hulu;"[[\http://dbpedia.org/resource/Hulu\""]]""";IS
640;yahoo-313;vicodin;"[[\http://dbpedia.org/resource/Hydrocodone/paracetamol\""]]""";NW
641;yahoo-315;bon jovi's daughter arrested;"[[\http://dbpedia.org/resource/Bon_Jovi\""] [\""http://dbpedia.org/resource/Daughter\""] [\""http://dbpedia.org/resource/Arrest\""]]""";IS
642;yahoo-316;linkedin;"[[\http://dbpedia.org/resource/LinkedIn\""]]""";IS
643;yahoo-317;heidi klum;"[[\http://dbpedia.org/resource/Heidi_Klum\""]]""";IS
644;yahoo-317;facebook sign up;"[[\http://dbpedia.org/resource/Facebook\""]]""";NW
645;yahoo-317;theresa faiss dies;"[[\http://dbpedia.org/resource/Death\""]]""";NW
646;yahoo-319;ipad 2 black friday deals;"[[\http://dbpedia.org/resource/IPad_2\""] [\""http://dbpedia.org/resource/Black_Friday_(shopping)\""]]""";IS
647;yahoo-320;tioga state bank home page;"[[\http://dbpedia.org/resource/Home_page\""]]""";IS
648;yahoo-321;pinterest;"[[\http://dbpedia.org/resource/Pinterest\""]]""";IS
649;yahoo-321;missing girl dragged by hair;"[[\http://dbpedia.org/resource/Girl\""] [\""http://dbpedia.org/resource/Hair\""]]""";NW
650;yahoo-321;yellow pages;"[[\http://dbpedia.org/resource/Yellow_pages\""]]""";NW
651;yahoo-321;target;"[[\http://dbpedia.org/resource/Target_Corporation\""]]""";NW
652;yahoo-321;hamilton beach coffeemaker;"[[\http://dbpedia.org/resource/Hamilton_Beach_Brands\""] [\""http://dbpedia.org/resource/Coffeemaker\""]]""";NW
653;yahoo-321;craigslist;"[[\http://dbpedia.org/resource/Craigslist\""]]""";NW
654;yahoo-321;vermontville;"[[\http://dbpedia.org/resource/Vermontville_Michigan\""]]""";NW
655;yahoo-321;the vermont country store;"[[\http://dbpedia.org/resource/Vermont_Country_Store\""]]""";NW
656;yahoo-322;yahoo! axis;"[[\http://dbpedia.org/resource/Yahoo!_Axis\""]]""";IS
657;yahoo-322;adele baby;"[[\http://dbpedia.org/resource/Adele\""] [\""http://dbpedia.org/resource/Infant\""]]""";NW
658;yahoo-322;adventuretime;"[[\http://dbpedia.org/resource/Adventure_Time\""]]""";NW
659;yahoo-322;adventuretime hat;"[[\http://dbpedia.org/resource/Adventure_Time\""] [\""http://dbpedia.org/resource/Hat\""]]""";SC
660;yahoo-322;rule 34;"[[\http://dbpedia.org/resource/Rule_34_(novel)\""]]""";NW
661;yahoo-323;giant eagle;"[[\http://dbpedia.org/resource/Giant_Eagle\""]]""";IS
662;yahoo-324;charter email;"[[\http://dbpedia.org/resource/Charter_Communications\""] [\""http://dbpedia.org/resource/Email\""]]""";IS
663;yahoo-325;michael jordan banned;"[[\http://dbpedia.org/resource/Michael_Jordan\""] [\""http://dbpedia.org/resource/Ban_(law)\""]]""";IS
664;yahoo-325;kanye west deposed;"[[\http://dbpedia.org/resource/Kanye_West\""] [\""http://dbpedia.org/resource/Deposition_(law)\""]]""";NW
665;yahoo-326;cntf;"[[\http://dbpedia.org/resource/Ciliary_neurotrophic_factor\""]]""";IS
666;yahoo-327;w l weller;"[[\http://dbpedia.org/resource/W._L._Weller\""]]""";IS
667;yahoo-327;youtube.com;"[[\http://dbpedia.org/resource/YouTube\""]]""";NW
668;yahoo-327;queen latifah;"[[\http://dbpedia.org/resource/Queen_Latifah\""]]""";NW
669;yahoo-327;ovguide movies;"[[\http://dbpedia.org/resource/OVGuide\""] [\""http://dbpedia.org/resource/Film\""]]""";NW
670;yahoo-328;infinity dish;"[[\http://dbpedia.org/resource/Dish_Network\""]]""";IS
671;yahoo-330;hu jintao steps down;"[[\http://dbpedia.org/resource/Hu_Jintao\""] [\""http://dbpedia.org/resource/Resignation\""]]""";IS
672;yahoo-331;facebook.com;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
673;yahoo-333;how to paint a car;"[[\http://dbpedia.org/resource/How-to\""]]""";IS
674;yahoo-333;how to paint a car at home;"[[\http://dbpedia.org/resource/How-to\""]]""";SC
675;yahoo-334;ebay.com;"[[\http://dbpedia.org/resource/EBay\""]]""";IS
676;yahoo-334;ups.com;"[[\http://dbpedia.org/resource/United_Parcel_Service\""]]""";NW
677;yahoo-334;lefeld implement coldwater ohio;"[[\http://dbpedia.org/resource/Coldwater_Ohio\""] [\""http://dbpedia.org/resource/Ohio\""]]""";NW
678;yahoo-335;windows password recovery tool 3.0;"[[\http://dbpedia.org/resource/Microsoft_Windows\""]]""";IS
679;yahoo-336;girl fatally shot on school bus;"[[\http://dbpedia.org/resource/Girl\""] [\""http://dbpedia.org/resource/Death\""] [\""http://dbpedia.org/resource/Shooting\""] [\""http://dbpedia.org/resource/School_bus\""]]""";IS
680;yahoo-336;macho camacho critical;"[[\http://dbpedia.org/resource/Hector_Camacho\""] [\""http://dbpedia.org/resource/Intensive_care_medicine\""]]""";NW
681;yahoo-336;price is right model wins suit;"[[\http://dbpedia.org/resource/The_Price_Is_Right\""] [\""http://dbpedia.org/resource/Model_(profession)\""] [\""http://dbpedia.org/resource/Victory\""] [\""http://dbpedia.org/resource/Lawsuit\""]]""";NW
682;yahoo-336;honey boo boo made of trash;"[[\http://dbpedia.org/resource/Here_Comes_Honey_Boo_Boo\""] [\""http://dbpedia.org/resource/Waste\""]]""";NW
683;yahoo-336;wanda jackson;"[[\http://dbpedia.org/resource/Wanda_Jackson\""]]""";NW
684;yahoo-336;how many calories in a banana;"[[\http://dbpedia.org/resource/Calorie\""] [\""http://dbpedia.org/resource/Banana\""]]""";NW
685;yahoo-336;how much water to drink daily;"[[\http://dbpedia.org/resource/Water\""] [\""http://dbpedia.org/resource/Drinking\""]]""";WS
686;yahoo-336;how to tie a tie;"[[\http://dbpedia.org/resource/Necktie\""]]""";WS
687;yahoo-336;yahoo! horoscopes;"[[\http://dbpedia.org/resource/Yahoo!\""] [\""http://dbpedia.org/resource/Horoscope\""]]""";NW
688;yahoo-336;how many cc in a ml;"[[\http://dbpedia.org/resource/Cubic_centimetre\""] [\""http://dbpedia.org/resource/Litre\""]]""";NW
689;yahoo-336;how many ccie in the world;"[[\http://dbpedia.org/resource/Cisco_Career_Certifications\""] [\""http://dbpedia.org/resource/World\""]]""";WS
690;yahoo-336;anchors resign on air;"[[\http://dbpedia.org/resource/News_presenter\""] [\""http://dbpedia.org/resource/Resignation\""] [\""http://dbpedia.org/resource/Live_television\""]]""";NW
691;yahoo-338;sphinx destruction;"[[\http://dbpedia.org/resource/Sphinx\""]]""";IS
692;yahoo-340;jamie grace;"[[\http://dbpedia.org/resource/Jamie_Grace\""]]""";IS
693;yahoo-340;is tithing required;"[[\http://dbpedia.org/resource/Tithe\""]]""";NW
694;yahoo-340;clayton state university;"[[\http://dbpedia.org/resource/Clayton_State_University\""]]""";NW
695;yahoo-340;guy fieri responds;"[[\http://dbpedia.org/resource/Guy_Fieri\""] [\""http://dbpedia.org/resource/Answer\""]]""";NW
696;yahoo-340;marilyn and sarah;"[[\http://dbpedia.org/resource/Marilyn_Hickey\""]]""";NW
697;yahoo-340;financial modeling;"[[\http://dbpedia.org/resource/Financial_modeling\""]]""";NW
698;yahoo-341;gucci;"[[\http://dbpedia.org/resource/Gucci\""]]""";IS
699;yahoo-341;mackenzie foy;"[[\http://dbpedia.org/resource/Mackenzie_Foy\""]]""";NW
700;yahoo-341;mackenzie childs;"[[\http://dbpedia.org/resource/MacKenzie-Childs\""]]""";WS
701;yahoo-341;hernando county property appraiser;"[[\http://dbpedia.org/resource/Hernando_County_Florida\""] [\""http://dbpedia.org/resource/Tax_assessment\""]]""";NW
702;yahoo-341;spring hill rentals;"[[\http://dbpedia.org/resource/Spring_Hill_Florida\""] [\""http://dbpedia.org/resource/Renting\""]]""";RE
703;yahoo-344;google search;"[[\http://dbpedia.org/resource/Google_Search\""]]""";IS
704;yahoo-346;wonderware midwest;"[[\http://dbpedia.org/resource/Wonderware\""] [\""http://dbpedia.org/resource/Midwestern_United_States\""]]""";IS
705;yahoo-346;sswc;"[[\http://dbpedia.org/resource/Single_Speed_World_Championship\""]]""";NW
706;yahoo-347;savemart;"[[\http://dbpedia.org/resource/Save_Mart_Supermarkets\""]]""";IS
707;yahoo-348;myyahoo mail;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""]]""";IS
708;yahoo-349;holly petraeus;"[[\http://dbpedia.org/resource/Petraeus_scandal\""]]""";IS
709;yahoo-349;denise richards;"[[\http://dbpedia.org/resource/Denise_Richards\""]]""";NW
710;yahoo-349;texas secession;"[[\http://dbpedia.org/resource/Texas_secession_movements\""]]""";NW
711;yahoo-351;gas prices drop;"[[\http://dbpedia.org/resource/Gasoline_and_diesel_usage_and_pricing\""]]""";IS
712;yahoo-351;Gas prices drop;"[[\http://dbpedia.org/resource/Gasoline_and_diesel_usage_and_pricing\""]]""";RP
713;yahoo-352;savile sex scandal;"[[\http://dbpedia.org/resource/Jimmy_Savile_sexual_abuse_scandal\""]]""";IS
714;yahoo-352;evan rachel wood;"[[\http://dbpedia.org/resource/Evan_Rachel_Wood\""]]""";NW
715;yahoo-352;pascual perez killed;"[[\http://dbpedia.org/resource/Pascual_Perez_(baseball)\""] [\""http://dbpedia.org/resource/Death\""]]""";NW
716;yahoo-352;bronco bama girl;"[[\http://dbpedia.org/resource/Barack_Obama\""] [\""http://dbpedia.org/resource/Girl\""]]""";NW
717;yahoo-352;heidi klum;"[[\http://dbpedia.org/resource/Heidi_Klum\""]]""";NW
718;yahoo-353;cinque terre accommodation;"[[\http://dbpedia.org/resource/Cinque_Terre\""] [\""http://dbpedia.org/resource/Lodging\""]]""";IS
719;yahoo-354;sheen offers role;"[[\http://dbpedia.org/resource/Charlie_Sheen\""] [\""http://dbpedia.org/resource/Character_(arts)\""]]""";IS
720;yahoo-354;Sheen offers role;"[[\http://dbpedia.org/resource/Charlie_Sheen\""] [\""http://dbpedia.org/resource/Character_(arts)\""]]""";RP
721;yahoo-354;camacho funeral brawl;"[[\http://dbpedia.org/resource/Hector_Camacho\""] [\""http://dbpedia.org/resource/Funeral\""]]""";NW
722;yahoo-355;twitter;"[[\http://dbpedia.org/resource/Twitter\""]]""";IS
723;yahoo-356;dwts elimination;"[[\http://dbpedia.org/resource/Dancing_with_the_Stars\""]]""";IS
724;yahoo-357;www.facebook.com;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
725;yahoo-357;facebook sign up;"[[\http://dbpedia.org/resource/Facebook\""]]""";WS
726;yahoo-358;woodsman stain;"[[\http://dbpedia.org/resource/Wood_stain\]]""";IS
727;yahoo-358;sikkens deck stain;"[[\http://dbpedia.org/resource/AkzoNobel\""] [\""http://dbpedia.org/resource/Deck_(building)\""] [\""http://dbpedia.org/resource/Wood_stain\""]]""";WS
728;yahoo-360;hayden panettiere;"[[\http://dbpedia.org/resource/Hayden_Panettiere\""]]""";IS
729;yahoo-360;lindsay lohan cancels;"[[\http://dbpedia.org/resource/Lindsay_Lohan\""]]""";NW
730;yahoo-361;ebay;"[[\http://dbpedia.org/resource/EBay\""]]""";IS
731;yahoo-361;wdbj7;"[[\http://dbpedia.org/resource/WDBJ\""]]""";NW
732;yahoo-361;wqut;"[[\http://dbpedia.org/resource/WQUT\""]]""";NW
733;yahoo-364;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
734;yahoo-366;cate blanchett role;"[[\http://dbpedia.org/resource/Cate_Blanchett\""] [\""http://dbpedia.org/resource/Character_(arts)\""]]""";IS
735;yahoo-366;Cate Blanchett role;"[[\http://dbpedia.org/resource/Cate_Blanchett\""] [\""http://dbpedia.org/resource/Character_(arts)\""]]""";RP
736;yahoo-367;apple's insane sell-off;"[[\http://dbpedia.org/resource/Apple_Inc.\""]]""";IS
737;yahoo-367;girl slept for 64 days;"[[\http://dbpedia.org/resource/Girl\""] [\""http://dbpedia.org/resource/Sleep\""] [\""http://dbpedia.org/resource/64_(number)\""] [\""http://dbpedia.org/resource/Day\""]]""";NW
738;yahoo-368;yahoo mail;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""]]""";IS
739;yahoo-369;fourth wedding anniversary gift;"[[\http://dbpedia.org/resource/Wedding_anniversary\""] [\""http://dbpedia.org/resource/Gift\""]]""";IS
740;yahoo-370;nicholas hoult;"[[\http://dbpedia.org/resource/Nicholas_Hoult\""]]""";IS
741;yahoo-370;trust;"[[\http://dbpedia.org/resource/Custodial_account\""]]""";NW
742;yahoo-370;attorney at law;"[[\http://dbpedia.org/resource/Attorney_at_law\""]]""";NW
743;yahoo-370;st joseph university philadelphia pa;"[[\http://dbpedia.org/resource/Saint_Joseph's_University\""] [\""http://dbpedia.org/resource/Philadelphia\""] [\""http://dbpedia.org/resource/Pennsylvania\""]]""";NW
744;yahoo-371;coldwell banker;"[[\http://dbpedia.org/resource/Coldwell_Banker\""]]""";IS
745;yahoo-371;centruy21realastate;"[[\http://dbpedia.org/resource/Century_21_Real_Estate\""]]""";NW
746;yahoo-371;merril shoes;"[[\http://dbpedia.org/resource/Merrell_(company)\""]]""";NW
747;yahoo-371;vibram shoes;"[[\http://dbpedia.org/resource/Vibram\""]]""";WS
748;yahoo-371;ryka shoes;"[[\http://dbpedia.org/resource/Ryka""]]""";WS
749;yahoo-371;nike;"[[\http://dbpedia.org/resource/Nike_Inc.\""]]""";RE
750;yahoo-371;ebay;"[[\http://dbpedia.org/resource/EBay\""]]""";NW
751;yahoo-371;big lots;"[[\http://dbpedia.org/resource/Big_Lots\""]]""";NW
752;yahoo-371;toys r us;"[[\http://dbpedia.org/resource/Toys_“R”_Us\""]]""";NW
753;yahoo-372;poultry farming in africa;"[[\http://dbpedia.org/resource/Poultry_farming\""] [\""http://dbpedia.org/resource/Africa\""]]""";IS
754;yahoo-375;les miserables;"[[\http://dbpedia.org/resource/Les_Miserables_(musical)\""] [\""http://dbpedia.org/resource/Les_Miserables_(2012_film)\""] [\""http://dbpedia.org/resource/Les_Miserables\""]]""";IS
755;yahoo-375;lamborghini reventon;"[[\http://dbpedia.org/resource/Lamborghini_Reventon\""]]""";NW
756;yahoo-376;facebook.com;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
757;yahoo-376;nurse gets 10 years;"[[\http://dbpedia.org/resource/Nursing\] [\""http://dbpedia.org/resource/Sentence_(law)\""] [\""http://dbpedia.org/resource/10_(number)\] [\""http://dbpedia.org/resource/Year\""]]""";NW
758;yahoo-379;how to measure a door;"[[\http://dbpedia.org/resource/How-to\""] [\""http://dbpedia.org/resource/Measurement\""] [\""http://dbpedia.org/resource/Door\""]]""";IS
759;yahoo-379;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";NW
760;yahoo-379;climax mine;"[[\http://dbpedia.org/resource/Climax_mine\""]]""";NW
761;yahoo-379;climax mine leadville;"[[\http://dbpedia.org/resource/Climax_mine\""] [\""http://dbpedia.org/resource/Leadville_Colorado\""]]""";SC
762;yahoo-379;google;"[[\http://dbpedia.org/resource/Google\""]]""";NW
763;yahoo-379;google earth;"[[\http://dbpedia.org/resource/Google_Earth\""]]""";SC
764;yahoo-379;bob berg;"[[\http://dbpedia.org/resource/Bob_Berg\""]]""";NW
765;yahoo-380;usaa;"[[\http://dbpedia.org/resource/USAA\""]]""";IS
766;yahoo-381;google;"[[\http://dbpedia.org/resource/Google\""]]""";IS
767;yahoo-382;blic;"[[\http://dbpedia.org/resource/Blic\""]]""";IS
768;yahoo-382;kurir;"[[\http://dbpedia.org/resource/Kurir\""]]""";RE
769;yahoo-382;svet plus;"[[\http://dbpedia.org/resource/Television_in_Serbia\""]]""";RE
770;yahoo-382;youtube;"[[\http://dbpedia.org/resource/YouTube\""]]""";NW
771;yahoo-383;fiscal cliff;"[[\http://dbpedia.org/resource/United_States_fiscal_cliff\""]]""";IS
772;yahoo-383;detroit news;"[[\http://dbpedia.org/resource/The_Detroit_News\""]]""";NW
773;yahoo-383;diabetes;"[[\http://dbpedia.org/resource/Diabetes_mellitus\""]]""";NW
774;yahoo-384;philippine daily inquirer;"[[\http://dbpedia.org/resource/Philippine_Daily_Inquirer\""]]""";IS
775;yahoo-385;dominos pizzas;"[[\http://dbpedia.org/resource/Domino's_Pizza\""]]""";IS
776;yahoo-385;papa john;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""]]""";RE
777;yahoo-385;papa johns;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""]]""";RP
778;yahoo-385;papa joe's restaurant;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""]]""";WS
779;yahoo-385;papa johns online;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Online_and_offline\""]]""";WS
780;yahoo-385;papa johns menus;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Menu\""]]""";WS
781;yahoo-385;papa johns promotion codes;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Coupon\""]]""";WS
782;yahoo-385;papa johns c;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""]]""";WS
783;yahoo-385;papa johns co;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Coupon\""]]""";WS
784;yahoo-385;papa johns codes;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Coupon\""]]""";WS
785;yahoo-385;papa johns coupon codes;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Coupon\""]]""";SC
786;yahoo-385;papa johns coupon codes 2011;"[[\http://dbpedia.org/resource/Papa_John's_Pizza\""] [\""http://dbpedia.org/resource/Coupon\""] [\""http://dbpedia.org/resource/2011\""]]""";SC
787;yahoo-388;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
788;yahoo-389;coaching speech;"[[\http://dbpedia.org/resource/Coaching\""] [\""http://dbpedia.org/resource/Public_speaking\""]]""";IS
789;yahoo-389;cs monitor;"[[\http://dbpedia.org/resource/The_Christian_Science_Monitor\""]]""";NW
790;yahoo-390;midwives;"[[\http://dbpedia.org/resource/Midwifery\""]]""";IS
791;yahoo-390;candidate killed in storm;"[[\http://dbpedia.org/resource/Candidate\""] [\""http://dbpedia.org/resource/Death\""] [\""http://dbpedia.org/resource/Storm\""]]""";NW
792;yahoo-392;samsung;"[[\http://dbpedia.org/resource/Samsung\""]]""";IS
793;yahoo-393;walmart;"[[\http://dbpedia.org/resource/Walmart\""]]""";IS
794;yahoo-393;sears;"[[\http://dbpedia.org/resource/Sears\""]]""";RE
795;yahoo-393;best buy;"[[\http://dbpedia.org/resource/Best_Buy\""]]""";RE
796;yahoo-394;dam west campground carlyle illinois;"[[\http://dbpedia.org/resource/Campsite\""] [\""http://dbpedia.org/resource/Carlyle_Illinois\""] [\""http://dbpedia.org/resource/Illinois\""]]""";IS
797;yahoo-394;google youtube;"[[\http://dbpedia.org/resource/Google\""] [\""http://dbpedia.org/resource/YouTube\""]]""";NW
798;yahoo-394;google search;"[[\http://dbpedia.org/resource/Google_Search\""]]""";WS
799;yahoo-395;sasha and malia;"[[\http://dbpedia.org/resource/Family_of_Barack_Obama\""]]""";IS
800;yahoo-395;darrell royal dies;"[[\http://dbpedia.org/resource/Darrell_Royal\""] [\""http://dbpedia.org/resource/Death\""]]""";NW
801;yahoo-395;diane sawyer slurring;"[[\http://dbpedia.org/resource/Diane_Sawyer\""] [\""http://dbpedia.org/resource/Relaxed_pronunciation\""]]""";NW
802;yahoo-395;Diane Sawyer slurring;"[[\http://dbpedia.org/resource/Diane_Sawyer\""] [\""http://dbpedia.org/resource/Relaxed_pronunciation\""]]""";RP
803;yahoo-395;eva longoria in tears;"[[\http://dbpedia.org/resource/Eva_Longoria\""] [\""http://dbpedia.org/resource/Tears\""]]""";NW
804;yahoo-396;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
805;yahoo-397;www.cnn news;"[[\http://dbpedia.org/resource/CNN\""]]""";IS
806;yahoo-398;girl chained to dresser dies;"[[\http://dbpedia.org/resource/Girl\""] [\""http://dbpedia.org/resource/Chain\""] [\""http://dbpedia.org/resource/Chest_of_drawers\""] [\""http://dbpedia.org/resource/Death\""]]""";IS
807;yahoo-398;Girl chained to dresser dies;"[[\http://dbpedia.org/resource/Girl\""] [\""http://dbpedia.org/resource/Chain\""] [\""http://dbpedia.org/resource/Chest_of_drawers\""] [\""http://dbpedia.org/resource/Death\""]]""";RP
808;yahoo-398;clinton falls asleep;"[[\http://dbpedia.org/resource/Hillary_Rodham_Clinton\""] [\""http://dbpedia.org/resource/Sleep\""]]""";NW
809;yahoo-398;mayim bialik divorce;"[[\http://dbpedia.org/resource/Mayim_Bialik\""] [\""http://dbpedia.org/resource/Divorce\""]]""";NW
810;yahoo-400;bdubs menu;"[[\http://dbpedia.org/resource/Buffalo_Wild_Wings\""] [\""http://dbpedia.org/resource/Menu\""]]""";IS
811;yahoo-400;how soon can you feel pregnancy symptoms;"[[\http://dbpedia.org/resource/Pregnancy\""]]""";NW
812;yahoo-400;getting pregnant while on mirena;"[[\http://dbpedia.org/resource/Pregnancy\""] [\""http://dbpedia.org/resource/IUD_with_progestogen\""]]""";RE
813;yahoo-400;modern payments website;"[[\http://dbpedia.org/resource/Website\""]]""";NW
814;yahoo-402;downtown san antonio map;"[[\http://dbpedia.org/resource/Downtown_San_Antonio\""] [\""http://dbpedia.org/resource/Map\""]]""";IS
